epoch,train_loss,val_loss
153,795504.625,
154,830241.375,
155,806678.9375,94562384.0
156,765083.0,
157,829737.875,
158,787928.25,
159,808125.0625,
160,800854.5,87799632.0
161,761425.6875,
162,745441.8125,
163,774216.875,
164,746357.9375,
165,677621.0625,88067064.0
166,814948.375,
167,787078.4375,
168,773397.375,
169,765288.625,
170,759512.6875,85220152.0
171,788833.9375,
172,780405.5625,
173,773620.5625,
174,757556.8125,
175,742676.9375,88443368.0
176,728525.6875,
177,745646.4375,
178,756845.9375,
179,729147.125,
180,741961.0625,85405104.0
181,769166.5625,
182,719537.5,
183,759604.8125,
184,724857.3125,
185,748584.125,79662928.0
186,730163.6875,
187,708581.4375,
188,721320.875,
189,783237.4375,
190,704825.8125,77390768.0
191,709517.625,
192,705643.9375,
193,673177.75,
194,738482.4375,
195,770427.25,78989168.0
196,751224.6875,
197,680224.25,
198,692757.375,
199,706159.125,
200,726860.9375,71201112.0
201,682457.375,
202,714039.1875,
203,670553.6875,
204,788056.75,
205,732738.9375,71598472.0
206,678787.5,
207,678279.0625,
208,718078.4375,
209,658299.875,
210,650165.875,71432976.0
211,693808.375,
212,687978.0,
213,770572.875,
214,696097.0625,
215,682671.25,71176080.0
216,682175.0625,
217,725588.5625,
218,653063.0625,
219,645901.3125,
220,702544.125,80126896.0
221,666454.25,
222,693462.25,
223,678449.25,
224,677768.375,
225,661842.1875,77493584.0
226,675900.0625,
227,688726.125,
228,703892.3125,
229,666105.1875,
230,683397.0625,78939736.0
231,624253.25,
232,628574.25,
233,643790.375,
234,642536.125,
235,612234.75,77196888.0
236,621594.9375,
237,627754.5,
238,642235.625,
239,671551.75,
240,706332.375,81260296.0
241,640331.25,
242,618300.9375,
243,591382.75,
244,619111.25,
245,627289.3125,75705616.0
246,580583.375,
247,582117.25,
248,594471.9375,
249,692245.625,
250,630250.1875,86234264.0
251,618937.5625,
252,658766.9375,
253,647057.375,
254,633983.0,
255,608710.5,77428248.0
256,609994.6875,
257,639551.0,
258,591157.4375,
259,589269.75,
260,632306.0,76666536.0
261,626687.0625,
262,592246.0,
263,560228.0,
264,551752.1875,
265,717805.75,74231600.0
266,568072.375,
267,633091.8125,
268,593650.9375,
269,748814.625,
270,589109.5,79906384.0
271,623933.625,
272,571314.5625,
273,657944.3125,
274,617198.375,
275,629348.3125,77820592.0
276,576962.0625,
277,529855.75,
278,615901.5625,
279,677673.125,
280,653798.8125,77481120.0
281,608046.75,
282,583377.8125,
283,589647.75,
284,593470.4375,
285,596243.625,77183520.0
286,592894.375,
287,532493.125,
288,1303140.0,
289,521347.75,
290,829330.0,76646576.0
291,944799.875,
292,667125.1875,
293,929445.3125,
294,572457.5625,
295,734813.125,77954776.0
296,643238.375,
297,785977.9375,
298,624365.25,
299,627718.8125,
300,893378.625,79246256.0
301,571109.0625,
302,650712.375,
303,551915.0,
304,552925.25,
305,856777.3125,140499232.0
306,588718.375,
307,594106.5625,
308,769198.125,
309,692174.4375,
310,600955.3125,148460272.0
311,629151.5,
312,603112.0,
313,633890.375,
314,680137.3125,
315,627983.25,147555040.0
316,576757.1875,
317,610635.875,
318,566189.3125,
319,769113.0625,
320,519073.375,145371184.0
321,578619.625,
322,540727.3125,
323,711793.875,
324,656382.25,
325,563767.25,138109920.0
326,582330.375,
327,558034.0,
328,749104.4375,
329,565374.6875,
330,622639.5,138488192.0
331,670536.875,
332,553442.6875,
333,780054.875,
334,687895.9375,
335,664663.875,124700312.0
336,527914.0625,
337,591908.5625,
338,516011.46875,
339,1034972.375,
340,699600.375,126963096.0
341,543435.5625,
342,864217.75,
343,720711.0625,
344,1129320.25,
345,548747.3125,129970152.0
346,566010.5,
347,638503.125,
348,2490533.75,
349,680261.0625,
350,585191.5625,132941440.0
351,674623.25,
352,628924.25,
353,888815.375,
354,720077.375,
355,570677.75,135684640.0
356,567802.625,
357,673441.5625,
358,629933.0625,
359,737409.375,
360,661924.1875,134059416.0
361,600741.9375,
362,691763.6875,
363,601037.5,
364,631106.6875,
365,631318.0,147076912.0
366,925880.25,
367,643422.875,
368,1173129.375,
369,604002.9375,
370,590267.3125,138879840.0
371,602873.0625,
372,747332.5625,
373,568316.25,
374,620366.75,
375,828751.0,152006128.0
376,556382.4375,
377,630146.125,
378,580352.8125,
379,594287.8125,
380,644430.875,149875520.0
381,614592.6875,
382,968678.875,
383,651560.875,
384,1098267.625,
385,730098.3125,150322848.0
386,697881.125,
387,623698.5625,
388,908059.0,
389,704065.75,
390,657168.875,150612464.0
391,618385.4375,
392,606274.9375,
393,650828.875,
394,687667.0,
395,568960.4375,145269504.0
396,692989.3125,
397,573014.3125,
398,658095.4375,
399,630631.25,
400,591729.875,148452192.0
401,688165.625,
402,594636.25,
403,644356.5,
404,586596.5625,
405,706530.6875,148284448.0
406,652392.125,
407,657748.375,
408,674068.1875,
409,628854.8125,
410,765118.625,131833048.0
411,950781.875,
412,936986.8125,
413,729994.375,
414,851375.1875,
415,784511.875,137385136.0
416,812327.5,
417,852217.75,
418,1282933.375,
419,847728.5,
420,957366.875,127323088.0
421,1199141.0,
422,907950.25,
423,953964.8125,
424,1530225.875,
425,1099215.125,137506512.0
426,1040433.625,
427,1156685.5,
428,1145140.875,
429,1163730.0,
430,1282622.5,132928512.0
431,1235256.25,
432,1315290.25,
433,1330544.75,
434,1442353.125,
435,1399138.875,135001696.0
436,1454773.875,
437,1802920.75,
438,1850470.5,
439,1509256.375,
440,1611250.375,134593056.0
441,1722179.75,
442,1686391.125,
443,1682592.5,
444,1746021.0,
445,1769502.5,81361432.0
446,1923688.5,
447,2095736.0,
448,1978235.0,
449,1956585.375,
450,2133000.25,73816696.0
451,2023956.25,
452,2115041.25,
453,2222359.5,
454,2237329.0,
455,2313770.5,73194984.0
456,2288285.0,
457,2635518.5,
458,2483761.5,
459,2563405.5,
460,2509189.5,76095784.0
461,2431734.25,
462,2585410.5,
463,2568059.5,
464,2830926.0,
465,3109974.0,58344756.0
466,3010681.5,
467,2784336.0,
468,3355393.5,
469,2941224.0,
470,3034695.0,59020928.0
471,2955013.0,
472,2904555.0,
473,3061300.5,
474,3097686.75,
475,3381453.25,58531768.0
476,3075335.5,
477,3173634.25,
478,3150257.0,
479,3166097.25,
480,3197759.0,56809504.0
481,3135012.0,
482,3418340.75,
483,3377667.0,
484,3419109.5,
485,3267589.0,52534500.0
486,3284797.0,
487,3518074.75,
488,3428700.5,
489,3320188.5,
490,3392989.0,53972440.0
491,3646166.0,
492,4067960.0,
493,4396911.5,
494,3593186.25,
495,3660948.5,6876109.0
496,3754859.25,
497,3790939.0,
498,3548985.0,
499,3686028.75,
500,3701954.25,6208281.0
501,3607654.0,5761157.0
502,3719951.5,5732107.0
503,3874013.25,5670205.0
504,3559760.0,5976420.0
505,3508357.75,5779786.0
506,4981971.0,5716169.0
507,3835620.5,5931076.5
508,3667877.5,5908736.5
509,3883941.0,5750081.0
510,3732731.75,5948091.0
511,4035457.5,5895709.0
512,4189255.0,5841173.0
513,3984945.5,5925957.0
514,4166957.0,5823368.5
515,4050882.0,6113078.5
516,3831536.0,6137872.0
517,3851369.25,5822885.5
518,3890393.25,5952354.0
519,3923439.5,5910950.0
520,4087995.25,5816655.0
521,3948971.0,6044673.5
522,3658802.25,5859617.0
523,3688333.75,5833587.0
524,6008296.0,5975324.0
525,3923734.5,4932003.0
526,4126470.5,4885822.0
527,4030807.0,4699784.5
528,3796279.0,4729013.5
529,5307659.0,4824707.0
530,3728776.5,4891117.0
531,4338111.0,4979073.0
532,3886398.0,4740647.0
533,4112569.0,4950823.5
534,3674158.5,4869402.0
535,6261991.0,4852314.0
536,4393810.0,4836043.5
537,4960252.5,5146284.0
538,4451433.5,4874074.5
539,4577489.5,4926441.5
540,5183728.0,4764673.5
541,4421575.0,4940178.0
542,4227399.5,4718653.0
543,4299405.0,4821596.0
544,4394534.0,4896846.0
545,4854875.0,4913605.0
546,5205247.0,4772150.5
547,4754010.0,4923209.0
548,4126095.5,4591586.5
549,4952835.0,4692622.5
550,4809981.5,4822996.5
551,4692757.0,4753282.0
552,4496496.0,4949738.0
553,4708712.5,4863709.0
554,7219535.5,4827408.5
555,4725841.0,4968435.0
556,6508319.0,5128052.0
557,5998745.0,4871805.0
558,4748821.0,5019621.0
559,4617189.0,5019937.0
560,4553248.5,4738560.0
561,6032676.0,4814503.0
562,5072764.0,4822947.0
563,4763572.0,4950215.0
564,4535109.0,4840919.0
565,5710445.5,4894921.0
566,5273824.0,4875526.5
567,4603139.0,4720069.0
568,5025118.5,4883765.0
569,5722144.0,4947305.0
570,5424148.5,5090446.5
571,5937572.0,4831025.0
572,5178038.5,4814493.0
573,5398916.5,4968514.5
574,8388994.0,4944736.0
575,5306610.0,4790252.5
576,5486654.5,5231253.0
577,5148606.0,4974224.0
578,5551265.0,4604518.0
579,5425408.0,4822731.0
580,6471505.5,4852944.0
581,5021445.0,4810750.0
582,6343676.0,4852967.0
583,5774882.0,4979201.0
584,5636926.0,4742072.0
585,5804280.0,4871879.0
586,5114151.0,4931097.0
587,5320186.0,4944425.0
588,6110974.5,4805986.5
589,5402743.0,4833459.0
590,5386829.5,4824708.0
591,4994157.5,4770554.5
592,5548335.0,4735417.0
593,6373591.5,4769285.5
594,6749954.0,4801291.5
595,5669938.5,4785704.5
596,5707695.0,4937521.0
597,4998977.0,4723455.0
598,5298812.5,4865729.5
599,7050412.0,4991753.5
600,5808500.5,4899094.5
601,5614924.0,4879122.5
602,6040355.0,4882545.0
603,6717469.0,4906567.0
604,5756372.0,4933419.0
605,5835389.5,4879820.0
606,5588797.0,5082405.5
607,5503024.0,4964411.0
608,5747351.0,4915665.0
609,6476630.5,4996470.0
610,9237519.0,4906509.0
611,6196139.0,4846083.0
612,6159050.0,4735449.0
613,7290666.0,4767475.0
614,7060534.5,4906366.0
615,7142525.0,4836589.5
616,6168461.0,4764671.0
617,6160727.0,4932895.0
618,6324012.0,4778042.5
619,7478041.0,4970918.0
620,6450626.0,4717399.0
621,5961803.5,4796845.0
622,7708424.0,4906601.0
623,7414153.0,4944851.0
624,9683052.0,5013544.0
625,7582642.0,4823089.0
626,7542654.0,4835778.5
627,7357867.0,4862555.0
628,8162302.0,4965047.0
629,6618173.0,5057713.5
630,6239648.5,4749166.5
631,7178469.0,4865370.0
632,6470313.0,4886470.0
633,6087856.0,4717564.0
634,6643241.0,4978404.5
635,7497506.0,4923607.5
636,7303618.0,4764585.5
637,12807625.0,4996472.0
638,10144224.0,4866728.0
639,8424715.0,4769098.5
640,8498920.0,4933004.5
641,6478837.0,4687332.0
642,8029443.0,4894039.0
643,10248590.0,4887334.0
644,7771111.0,4740269.5
645,7234375.0,4750814.5
646,7149003.0,4847742.0
647,8318823.5,4947295.0
648,5920436.0,4809012.0
649,7131748.5,4613723.5
650,7464905.0,4937227.0
651,7495152.0,4924662.0
652,8043137.0,4897452.5
653,7565101.0,4773119.0
654,6755117.0,4797553.5
655,8556354.0,4949385.5
656,8241805.0,4907215.0
657,6807409.0,4775718.0
658,12779647.0,4783415.5
659,12090366.0,4621115.5
660,6483971.0,4863905.0
661,7650833.0,4949760.5
662,7009406.0,4894203.0
663,8410455.0,5023483.5
664,11042027.0,4794438.5
665,8904770.0,4820773.5
666,7559001.5,4834767.0
667,6825669.5,4721373.5
668,6639361.0,4786778.5
669,7534717.5,4897700.0
670,8424524.0,5113703.5
671,9499037.0,4831954.5
672,6904208.0,4946209.5
673,11611473.0,4827749.0
674,6257930.0,4897869.0
675,7614971.0,4915333.0
676,7846156.5,4944969.5
677,9427672.0,4702929.5
678,7895340.0,4819919.5
679,6393987.0,4865483.5
680,6966905.0,4863080.5
681,11022854.0,5095601.0
682,11990718.0,4895140.0
683,9310401.0,4878617.5
684,7679257.0,4774923.5
685,8214704.0,4946049.5
686,10351460.0,4799260.0
687,11752554.0,5014836.5
688,7263402.0,4884657.0
689,9910248.0,4915276.5
690,9209920.0,4876362.0
691,8969976.0,4986481.0
692,6249832.0,4975622.0
693,7976918.0,4818221.5
694,9509906.0,5021446.5
695,9363256.0,4812755.0
696,13278201.0,4848439.0
697,8048255.0,4631723.0
698,10235941.0,4920057.0
699,7709203.0,4852053.5
700,9383908.0,4788408.5
701,10702193.0,4678867.0
702,8418277.0,4835570.5
703,9277000.0,4929798.0
704,9015666.0,4739202.5
705,7738205.0,5023112.0
706,7618570.5,4950077.5
707,7577793.0,4764946.0
708,8423114.0,4838774.5
709,9111615.0,4906168.0
710,11499007.0,4819190.5
711,9717772.0,5041030.0
712,7422220.5,4967203.0
713,8386748.0,4951944.0
714,8328965.0,4822821.0
715,8603066.0,4965122.5
716,11372060.0,4764221.5
717,8877230.0,4760130.0
718,7898261.5,4740218.0
719,10643738.0,4964677.0
720,9167862.0,4872800.0
721,7612648.0,4899227.0
722,10378731.0,4951478.0
723,7940344.0,4830631.0
724,13258089.0,4933623.5
725,9012836.0,4911816.0
726,12010880.0,4993629.0
727,10519299.0,4743330.5
728,11872576.0,4784863.0
729,15907044.0,4791514.5
730,10712763.0,4761573.0
731,11749763.0,4814335.0
732,9481330.0,4837112.0
733,15959218.0,4872465.0
734,12569388.0,4800198.5
735,12334461.0,4865542.5
736,15035950.0,4563335.0
737,10419841.0,4834700.5
738,9075999.0,4922720.5
739,12290332.0,4885805.5
740,7968469.0,4860984.5
741,8978498.0,4746571.0
742,14418739.0,4776577.0
743,9680305.0,4869288.0
744,10770112.0,4739875.0
745,11502586.0,4751098.0
746,12475620.0,4915679.0
747,8900964.0,4961532.0
748,6502663.0,4855601.0
749,13457482.0,4731637.5
750,12198215.0,5037542.0
751,11346626.0,4801692.5
752,7838829.0,4842326.0
753,14382324.0,5123017.0
754,12261222.0,4827137.5
755,12680120.0,4919469.0
756,9157124.0,4687813.0
757,13529946.0,4867137.0
758,16602303.0,4811583.0
759,9614227.0,4898881.0
760,9580072.0,4821213.5
761,12044086.0,4726697.0
762,7884702.0,4853715.5
763,10295308.0,4950981.0
764,15287294.0,4997657.0
765,11178021.0,4996065.0
766,23671782.0,4747812.0
767,10498266.0,4957758.5
768,15960792.0,4800408.5
769,14353905.0,4818720.0
770,12120330.0,4789464.5
771,9361090.0,4846357.5
772,11217876.0,4862938.5
773,12351189.0,4897182.0
774,11209734.0,4794449.0
775,10006582.0,4779049.0
776,12795256.0,5078297.0
777,13157896.0,4898294.5
778,11901266.0,5013354.0
779,14196225.0,4771846.5
780,12333017.0,4862863.0
781,13510238.0,5010270.0
782,15070037.0,4928494.0
783,13334745.0,5069898.0
784,11886270.0,4727701.5
785,11371860.0,4934973.5
786,12147882.0,4783279.5
787,12367078.0,4733457.0
788,10681652.0,4877611.0
789,15994082.0,4717838.5
790,10679867.0,4917321.5
791,13018173.0,4909817.0
792,19462172.0,4981773.0
793,11039455.0,4950846.5
794,8546056.0,4663668.0
795,9681703.0,4946553.5
796,12256511.0,4712965.5
797,17209636.0,5076683.5
798,11369453.0,4698122.5
799,21192142.0,4727054.5
